Acousticness,Danceability,Duration (ms),Energy,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,target,Track Name,Artist Name(s)
0.00537,0.662,210200,0.819,0.0,6,0.0498,-4.609,1,0.124,122.951,4,0.801,1,Blackout,Breathe Carolina
0.202,0.759,211066,0.699,0.000131,0,0.443,-5.745,0,0.0307,92.96,4,0.907,1,...Baby One More Time,Britney Spears
0.25,0.788,251240,0.844,0.000678,2,0.0723,-3.131,1,0.0334,113.324,4,0.382,1,Gimme More,Britney Spears
0.000754,0.587,180842,0.722,0.668,2,0.543,-6.983,0,0.0709,121.964,4,0.466,1,Baianá,Bakermat
0.0703,0.716,386906,0.531,0.0,7,0.224,-7.355,1,0.122,71.994,4,0.344,1,Money Trees,"Kendrick Lamar,Jay Rock"
0.000486,0.687,175719,0.881,0.00609,4,0.214,-5.325,1,0.0428,126.094,4,0.276,1,Never Felt A Love Like This (feat. Dotan) - Raven & Kreyn Remix,"Galantis,Hook N Sling,Dotan,Raven & Kreyn"
0.0369,0.7,228453,0.598,0.0,2,0.111,-7.783,1,0.114,160.041,4,0.594,1,Down On Me,"Jeremih,50 Cent"
0.506,0.855,174253,0.488,0.0,3,0.347,-4.601,1,0.208,124.097,4,0.619,1,Ain't Shit,Doja Cat
0.0503,0.561,239359,0.52,1.86e-06,11,0.355,-9.342,0,0.244,153.15,3,0.424,1,Rich Flex,"Drake,21 Savage"
0.00496,0.806,251333,0.558,1.45e-06,8,0.16,-6.538,1,0.172,85.011,4,0.26,1,Sneakin’,"Drake,21 Savage"
0.127,0.789,219333,0.858,0.0,1,0.349,-5.542,1,0.311,140.022,4,0.775,1,Ni**as In Paris,"JAY-Z,Kanye West"
0.0652,0.486,123890,0.545,0.00474,11,0.0642,-7.924,1,0.0336,150.187,4,0.0385,1,Just Wanna Rock,Lil Uzi Vert
0.00529,0.613,249193,0.919,0.000367,7,0.167,-6.725,0,0.0672,123.965,4,0.198,1,Sweater Weather - Remix,"Öwnboss,Double MZK"
0.0558,0.633,158167,0.478,0.0,8,0.202,-8.039,1,0.044,169.961,4,0.441,1,My Friends (feat. Lil Durk),"Ty Dolla $ign,Mustard,Lil Durk"
0.292,0.801,236280,0.819,0.0,11,0.515,-5.189,1,0.158,139.969,4,0.811,1,Fashion Killa,A$AP Rocky
0.0997,0.792,96052,0.779,0.000409,2,0.147,-8.757,1,0.329,159.963,4,0.406,1,Kid Cudi - Remix,Xavier Wulf
0.0623,0.632,231124,0.773,0.0,6,0.0885,-4.856,1,0.0346,130.033,4,0.474,1,You Belong With Me (Taylor’s Version),Taylor Swift
0.142,0.821,142657,0.636,0.0,11,0.233,-4.479,1,0.169,127.961,4,0.163,1,HOTEL LOBBY (Unc & Phew),"Quavo,Takeoff"
0.117,0.938,123672,0.606,0.0,6,0.528,-6.396,0,0.419,121.108,4,0.706,1,SLUT ME OUT,NLE Choppa
0.0462,0.584,199906,0.889,0.828,1,0.309,-5.941,0,0.0343,126.04,4,0.464,1,Levels - Radio Edit,Avicii
0.00383,0.561,175238,0.965,7.07e-06,7,0.371,-3.673,0,0.0343,128.04,4,0.304,1,I'm Good (Blue),"David Guetta,Bebe Rexha"
0.258,0.785,193234,0.903,0.0,2,0.169,-4.184,1,0.21,139.98,4,0.565,1,Sky,Playboi Carti
